"V1","V2","V3"
-0.20383721293008,-0.10107911153978,-0.0301666539790938
-0.0526878672374384,0.0576342341661992,0.0236312889228264
0.0836260115599769,-0.0169289604709536,0.0776776595533101
0.172543188975426,0.0683831470758901,-0.210004789735757
-0.144935169487825,0.0464497479299759,0.0637059428454711
0.00354033503689587,-0.0965926013763584,0.0877453046436236
-0.0719672864145087,-0.295560461324509,-0.0778058258868781
0.148948593868839,-0.247241544736673,0.133418380679421
-0.0373261480407273,0.157814460967695,0.0938537662760305
0.164393464012673,-0.0247366066581759,0.103283283103379
0.132202067325623,-0.00241844260837976,-0.170435624018665
0.0602203252923055,0.02105650225354,0.120920038733456
-0.0678498601042787,-0.183808997487351,0.142305245777159
0.0217268947723149,-0.349224585657345,0.0950815082799228
-0.0450469794883163,-0.312818337258377,0.273045279435331
0.0354948011502727,-0.0203321157616521,0.0286927793262998
-0.185205307707101,-0.0834908219824451,0.0339789571650988
0.00816132975213175,0.0354938679937261,0.00507171729914493
0.274825679526229,0.0944626159047278,0.0405348047266053
0.225571602617299,-0.191673213486842,-0.0189065418001564
0.101751106754976,0.085211252697349,0.0201779808527701
0.00200311476541014,-0.033595169697442,-0.0275990450927268
0.00282407392509515,0.393824329719655,0.0741943856958998
-0.147305284612268,-0.270127868945943,-0.0562865972902377
0.0519764538315347,-0.122866926222847,-0.0196242247647072
0.0219032950375971,0.0153178374366365,-0.040387269931517
0.215716673280141,-0.0920138673638665,0.0190892326089777
-0.175652387587326,0.0667125244762038,0.0269295041819482
-0.0781218447056918,0.120870715361956,-0.0498282832805609
-0.0275487563981589,0.0449365674670437,-0.206422605972026
-0.135833973501474,-0.0176511539536003,-0.0802663811305392
0.0251843310203858,-0.0293480162097459,0.0288088612011332
0.00753046978844426,0.0507690884947061,0.0215430791587261
0.099469255527742,-0.0992493665673505,-0.043398312901669
-0.11896005447464,0.212136061769431,0.0281153676402383
0.0790838776721525,-0.300644474142101,-0.0663026580958547
0.0139604674579886,-0.0477967491839102,-0.0192178519062575
0.0995740238833195,0.0730073093712141,0.00974863667243924
0.0240012902988254,-0.0511577135668132,0.0447340644110233
-0.317021009160004,0.0113959682777894,0.0105774418086414
0.247477085890475,0.0538850464407324,-0.0172727761388681
0.193217838692014,-0.0562177391692647,0.0480154331141574
0.0686318840314321,-0.0298608196378415,-0.0117920120317665
0.00480869385558618,0.118215621777714,-0.0302772220127191
0.0610392477244467,-0.0656165669781822,-0.0270786904563259
0.0469429631263784,-0.120435340752061,0.0105889890084318
-0.0290423986702313,0.176162018835075,0.0420495942489475
-0.0915893905933889,0.0462513814583194,0.0844987028204369
0.0355546746330227,-0.0424455761238174,-0.0232505431553139
0.0513099204065023,0.049070774309974,0.0815365793937854
-0.0183938969882551,0.0249402230622288,0.0416272436400965
0.100644725299839,-0.0538885705105631,0.0633250541262363
0.120951795342789,-0.0613554280712154,0.00741644724915814
0.0136697518210495,-4.32339798240715e-05,0.032277207874218
-0.0231857995546609,0.0119687334324976,-0.150750963333514
0.128387228324501,0.157366790389229,-0.021820789333821
0.302068112586111,0.143890185197167,-0.0222980003507248
-0.128408846133883,0.255355879681372,-0.141508609698763
-0.0890990780546495,0.423052685098302,0.183542254185035
-0.0163806941029465,0.451226543641894,0.0955326369805588
-0.021903963766237,-0.131157879845365,0.122221653052703
-0.0491487722053296,0.162129242956663,-0.0293655046314842
0.027225962652486,-0.108338226503311,0.00452204308784456
-0.0165978288100533,0.107780508898464,-0.0209150709994918
0.0169060400005224,0.175152072190848,-0.104957292943302
-0.0301913732448441,-0.0299871648120935,-0.0449152262263461
0.0385409256605748,-0.00753256081761317,0.0738136079914892
-0.0903076374314925,0.086277034510496,-0.0402898138875847
0.201973824976492,0.0523691219758809,0.0467729114751504
-11.9991015481766,0.953466346422178,-0.0386931202170058
0.183536001669503,0.0126207130379319,-0.00844345550295264
-0.054964113057279,0.0381240079074257,0.0150382474502792
