"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.29789094077555,-0.13021956677604,-0.863722269527846,-0.77000736730686,-0.757635281462206,0.557521765707442,-1.03316950883837,-0.974909330192193,-0.445821100233452,-1.24476965846325,-0.848650319109477,-0.158214613137823,-0.0743967579570624,-0.223907967774795,-0.496029791988326,0.134319753892156,0.456739000968378,-0.0904151746949581,-1.23015753078023,0.727911000904595
-0.585393433121709,-0.697214651711593,-0.359540646173273,-0.46263083625489,-1.03584316758401,0.557521765707442,-0.948646150097887,-1.46649815204702,-0.0879794071668417,0.0258856824304007,0.179048545202563,-0.45565581182165,-0.0743967579570624,-0.135362913400194,-0.443880988522435,0.0704068744778144,-0.905387168558153,-7.01828688634625e-06,1.48210627621325,-0.0598234949462092
-0.214856753452539,0.394817830553081,1.28159601332303,-1.70454467538781,-1.735284552925,-0.560942144638162,-1.03367985801315,-1.79422403328355,-0.715331157485894,-0.62869434166633,-0.999399663854604,-0.697326785752259,0.551961116707186,0.088951224348797,-0.296916178754922,0.0818247768385586,0.456739000968378,-7.01828688634625e-06,-0.73715509799183,-0.571787267684667
0.0335257783033757,0.400323410480499,-1.96809236660227,-0.46444073744934,-0.594463049745672,3.35368154157146,-1.38234980122994,-1.30263521142874,-0.321877549505662,-0.680033951399407,-0.704072508479907,-0.23257491280878,0.677232691640035,0.218817304098213,-0.187877771508059,0.0229928295707697,1.36077116297568,0.0901371723254015,1.72287779873722,0.273161351182013
-1.3176664211737,-1.1795390588996,-1.10151961307684,-2.19500479905052,-2.69570923442337,-0.00171018946536025,-2.21853883731717,-1.95808697390183,-0.321877549505662,-0.923897097631522,0.732413734673553,-0.0466741636313884,0.76492279409303,0.260138329473027,-0.187877771508059,0.0736396857747392,-1.35537727405661,-0.911083678864021,-1.35010252682625,1.20343274154943
-1.43553948375362,-2.86604032108153,0.484759461665794,-2.86643596807989,-2.3272260419702,2.79444958639866,-2.53195955356318,-3.59671638008455,-0.812595601909715,-1.01374141466441,0.50553591401307,-0.846047385094173,1.06557457393187,0.478549463597044,0.0396806436158313,-0.06039753162653,-0.448646492573401,0.448940670544007,0.00222858639803307,-1.68148633498755
1.29204569967552,-0.0383642548385272,-3.50905001746601,-0.147044646527597,-0.219520636055845,-0.00171018946536025,-1.19155197292817,-1.63036109266528,-0.482166475728204,-1.05224612196421,1.23905796508398,-0.976177909518347,1.66687813360955,0.791408655720637,0.290943060315126,0.0245962067591289,0.45404038149247,-0.289978814174038,0.00222933095570847,-0.0577574673874931
0.234771427914425,0.189366482738437,0.908781712305252,-0.470343732231834,-0.913579337032957,1.67598567605306,-1.75897659463839,-1.46649815204702,-0.37186765781688,-0.859722585465176,0.96367350615607,2.0354142271554,0.451743856760906,0.112563238848691,-0.24002657497395,-0.0655808714249316,0.45404038149247,0.661949558734218,-0.3642397222154,0.452051424901272
0.202028959354659,1.83475588851947,2.04342312168904,0.495798052113749,0.546204662451828,-0.00171018946536025,0.241146871027947,-1.63036109266528,-0.162424486152424,-0.025453927302676,0.705026097882612,-0.957587834600608,1.0405202589453,0.395907412847416,-0.0172089601651412,0.00156317405644952,-0.899989929606336,0.0954315842995962,0.00259869340986354,-0.807334587123508
-0.0465060930367586,-0.419997982138888,-3.0107841161976,2.3907704248988,2.34171437526107,0.557521765707442,-0.977740783644141,-1.79422403328355,-0.526882847595477,1.57890887685598,0.578379709322296,-0.976177909518347,1.7044596060894,0.732378619470902,0.229312656219073,0.0508200616940864,-0.452690399990743,-0.000301128468316624,-0.3642397222154,0.00210072644640329
